idno,cntry,gndr,agea,c2weight,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q58,w4q59,w4q60,gndr_lab,age_band,cntry_iso2,positive_affect_mean,distress_mean,positive_affect_z,distress_z
21852,AT,1,51,0.50134957,1,1,2,3,1,4,1,1,1,1,1,1,2,1,Male,45–64,AT,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
22032,AT,1,66,0.19682765,1,2,2,3,1,3,1,1,1,1,2,1,1,2,Male,65+,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
22033,AT,1,46,0.77496064,2,2,2,3,1,3,1,1,2,1,3,1,2,1,Male,45–64,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
22066,AT,2,25,0.7892728,,,,,,,,,,,,,,,Female,18–29,AT,,,,
22068,AT,1,50,1.284589,1,2,2,4,1,3,1,2,1,2,2,1,2,1,Male,45–64,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
22069,AT,2,20,0.96347976,3,4,1,3,2,2,3,2,4,4,4,3,4,3,Female,18–29,AT,2.5,3.0833333333333335,-0.2451523777283367,2.414984115784371
22128,AT,1,47,1.0554506,1,1,3,3,1,3,1,1,1,1,2,1,2,1,Male,45–64,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
22168,AT,2,41,0.15949668,1,2,2,3,1,3,2,1,1,2,2,1,2,2,Female,30–44,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
22199,AT,2,60,0.24887079,2,2,2,3,1,3,2,3,2,2,3,1,3,3,Female,45–64,AT,3,2.1666666666666665,0.44262012353696373,0.7878713353991909
22201,AT,2,39,0.2935233,2,2,1,2,2,2,2,2,2,2,3,2,3,1,Female,30–44,AT,2,2,-0.9329248789936372,0.4920326480564312
22267,AT,1,38,1.5139494,1,2,2,3,1,3,2,1,2,1,2,1,1,2,Male,30–44,AT,3,1.5,0.44262012353696373,-0.3954834139718486
22328,AT,1,80,0.5244006,1,2,2,3,1,3,1,1,1,1,2,1,2,1,Male,65+,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
22614,AT,1,47,0.5617381,2,2,2,3,1,4,1,1,1,1,1,1,2,1,Male,45–64,AT,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
22753,AT,2,45,0.94410944,2,3,4,2,1,3,2,1,1,2,4,4,3,2,Female,45–64,AT,2.5,2.4166666666666665,-0.2451523777283367,1.2316293664133307
22799,AT,2,46,1.5992861,2,2,1,3,1,2,1,,1,,2,1,2,1,Female,45–64,AT,2.5,1.4,-0.2451523777283367,-0.5729866263775047
22817,AT,2,26,3.2306368,3,3,4,2,3,2,2,3,,1,2,3,2,2,Female,18–29,AT,2,2.5454545454545454,-0.9329248789936372,1.460231988450918
22862,AT,1,44,0.29446217,1,1,1,3,1,2,1,1,1,1,2,2,1,1,Male,30–44,AT,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
22876,AT,2,47,0.48544303,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,45–64,AT,4,1,1.8181651260675646,-1.2829994760001284
22928,AT,2,35,0.68327004,2,2,1,3,1,3,1,1,2,2,3,1,2,2,Female,30–44,AT,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
22950,AT,2,41,0.59221244,2,2,2,2,2,2,2,,2,,2,1,2,1,Female,30–44,AT,2,1.8,-0.9329248789936372,0.13702622324511934
23302,AT,2,34,1.0953803,2,2,2,2,2,3,2,2,1,2,2,2,2,1,Female,30–44,AT,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
23315,AT,2,49,1.7996095,4,3,4,1,3,1,3,2,3,2,3,2,3,3,Female,45–64,AT,1,2.9166666666666665,-2.308469881524238,2.1191454284416107
23341,AT,1,33,7.4336457,1,3,1,,1,,2,1,2,2,1,3,1,2,Male,30–44,AT,,1.6666666666666667,,-0.09964472662908853
23517,AT,1,74,1.0448958,2,2,2,2,1,2,1,1,2,2,3,1,2,1,Male,65+,AT,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
23580,AT,1,40,0.48492345,1,2,1,4,1,3,1,1,1,1,1,2,1,1,Male,30–44,AT,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
23673,AT,2,38,1.5194255,2,2,2,3,1,3,2,1,2,1,2,1,2,1,Female,30–44,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
23700,AT,1,58,1.0647874,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,45–64,AT,3,1,0.44262012353696373,-1.2829994760001284
23709,AT,2,54,0.25740632,4,4,4,2,2,3,2,2,2,2,3,2,3,2,Female,45–64,AT,2.5,2.6666666666666665,-0.2451523777283367,1.6753873974274707
23746,AT,1,51,6.515565,2,3,2,3,1,3,2,2,2,1,2,1,2,1,Male,45–64,AT,3,1.75,0.44262012353696373,0.048274617042291294
23821,AT,2,48,0.541951,1,2,2,3,1,3,1,1,1,1,1,1,2,1,Female,45–64,AT,3,1.25,0.44262012353696373,-0.8392414449859885
23852,AT,1,62,0.8160211,1,2,2,3,3,3,2,1,2,1,1,1,2,2,Male,45–64,AT,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
23890,AT,2,37,0.24726303,1,1,2,4,1,3,1,2,2,1,2,1,2,2,Female,30–44,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
23905,AT,2,55,0.9514629,1,1,2,2,1,2,1,2,2,2,2,1,2,2,Female,45–64,AT,2,1.5833333333333333,-0.9329248789936372,-0.24756407030046876
23913,AT,2,61,0.5112228,2,2,3,2,1,1,2,,2,2,3,2,2,1,Female,45–64,AT,1.5,2,-1.6206973802589375,0.4920326480564312
23957,AT,2,24,0.46019694,2,2,1,4,1,4,1,2,1,1,3,1,1,1,Female,18–29,AT,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
24142,AT,2,67,0.31005186,1,1,1,3,1,3,1,1,1,2,2,1,1,1,Female,65+,AT,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
24173,AT,1,50,1.5163041,1,2,3,4,1,3,1,1,2,1,1,1,2,1,Male,45–64,AT,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
24200,AT,2,37,0.55865914,2,4,2,2,2,2,2,3,3,3,3,3,3,3,Female,30–44,AT,2,2.75,-0.9329248789936372,1.8233067410988508
24310,AT,2,45,0.41771147,2,2,2,3,1,3,1,1,2,2,3,1,2,2,Female,45–64,AT,3,1.75,0.44262012353696373,0.048274617042291294
24344,AT,2,61,0.41078386,2,2,1,3,1,3,1,1,1,2,2,1,1,2,Female,45–64,AT,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
24418,AT,1,57,3.3238983,1,1,1,3,1,3,1,1,1,1,1,1,2,1,Male,45–64,AT,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
24467,AT,1,30,1.0396158,1,2,1,3,1,4,1,2,1,1,2,1,1,1,Male,30–44,AT,3.5,1.25,1.1303926248022642,-0.8392414449859885
24513,AT,1,69,0.721596,2,3,3,2,1,2,2,3,3,4,4,2,2,3,Male,65+,AT,2,2.6666666666666665,-0.9329248789936372,1.6753873974274707
24620,AT,1,80,0.32399127,1,2,1,3,1,3,1,1,1,1,1,1,1,1,Male,65+,AT,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
24693,AT,1,71,1.0468026,2,2,1,3,1,3,1,1,1,1,2,2,2,1,Male,65+,AT,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
24788,AT,1,81,0.7634696,2,2,1,3,1,3,2,3,2,1,2,2,2,2,Male,65+,AT,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
24899,AT,2,25,0.532332,3,4,2,1,1,1,3,1,3,4,4,1,2,2,Female,18–29,AT,1,2.5,-2.308469881524238,1.379548710084711
24917,AT,1,27,0.89050484,2,2,3,2,2,2,2,2,1,1,2,3,2,2,Male,18–29,AT,2,2,-0.9329248789936372,0.4920326480564312
24977,AT,2,52,1.2016176,2,2,1,2,1,3,2,2,2,2,2,1,2,2,Female,45–64,AT,2.5,1.75,-0.2451523777283367,0.048274617042291294
25027,AT,2,47,1.5477489,2,2,2,3,2,2,2,1,2,1,1,1,1,1,Female,45–64,AT,2.5,1.5,-0.2451523777283367,-0.3954834139718486
25085,AT,2,68,0.120250404,1,1,2,3,1,3,1,1,1,1,1,1,1,1,Female,65+,AT,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
25140,AT,1,62,1.1172633,3,3,4,2,2,2,2,1,2,2,2,2,3,1,Male,45–64,AT,2,2.25,-0.9329248789936372,0.9357906790705711
25141,AT,2,71,1.505567,1,1,2,3,1,3,1,2,1,1,2,1,1,2,Female,65+,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
25225,AT,2,64,0.36912298,1,2,2,3,1,3,1,1,1,1,2,1,2,1,Female,45–64,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
25259,AT,1,35,0.20178568,1,2,1,3,1,2,1,1,1,1,1,1,2,1,Male,30–44,AT,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
25726,AT,2,70,0.6144291,1,2,3,3,1,3,1,2,1,2,3,1,2,1,Female,65+,AT,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
25737,AT,2,33,0.47684562,2,2,3,3,2,2,1,1,1,2,2,2,2,1,Female,30–44,AT,2.5,1.75,-0.2451523777283367,0.048274617042291294
25770,AT,1,57,0.30365208,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,AT,4,1,1.8181651260675646,-1.2829994760001284
25791,AT,2,69,0.70917046,2,2,2,2,2,3,2,2,1,2,3,1,2,2,Female,65+,AT,2.5,1.9166666666666667,-0.2451523777283367,0.34411330438505133
25832,AT,2,50,0.5113925,1,2,1,3,1,3,2,,1,2,3,1,2,1,Female,45–64,AT,3,1.5454545454545454,0.44262012353696373,-0.3148001356056414
25875,AT,1,26,1.112096,1,2,1,4,3,3,1,1,1,1,2,2,3,1,Male,18–29,AT,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
26062,AT,2,30,1.1740009,2,2,4,2,1,2,2,2,2,2,2,2,2,2,Female,30–44,AT,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
26128,AT,1,40,0.26481375,2,2,3,3,1,2,1,2,1,1,3,1,2,1,Male,30–44,AT,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
26140,AT,2,83,1.0236733,2,2,,3,3,3,3,3,2,2,3,1,1,2,Female,65+,AT,3,2.1818181818181817,0.44262012353696373,0.8147657615212599
26197,AT,2,45,2.6625319,2,2,3,2,2,2,2,2,2,2,2,2,2,2,Female,45–64,AT,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
26199,AT,1,60,0.7577854,2,2,2,3,2,3,2,1,2,2,2,1,1,1,Male,45–64,AT,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
26297,AT,2,36,0.24652319,2,2,2,2,3,2,2,1,1,1,3,2,2,1,Female,30–44,AT,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
26313,AT,2,44,0.5384367,3,4,2,1,2,1,2,3,2,2,3,1,3,1,Female,30–44,AT,1,2.3333333333333335,-2.308469881524238,1.0837100227419514
26322,AT,1,61,0.382983,1,2,1,3,2,3,2,1,1,1,2,1,2,1,Male,45–64,AT,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
26346,AT,2,64,3.8782704,1,2,2,2,1,3,1,2,2,2,2,1,2,1,Female,45–64,AT,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
26417,AT,2,55,0.1316658,2,2,2,3,2,3,2,1,2,2,3,2,2,3,Female,45–64,AT,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
26811,AT,2,52,0.5422279,2,2,3,3,1,3,1,2,1,1,2,1,2,1,Female,45–64,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
26914,AT,1,51,0.37939873,1,2,1,3,1,2,1,3,1,1,2,1,1,1,Male,45–64,AT,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
27012,AT,1,48,0.26271704,1,1,2,3,1,3,1,1,1,2,2,1,1,2,Male,45–64,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
27013,AT,2,47,1.3989059,3,2,3,3,2,3,2,2,2,2,3,3,2,1,Female,45–64,AT,3,2.25,0.44262012353696373,0.9357906790705711
27131,AT,1,32,1.332372,2,4,3,2,1,2,1,2,3,3,1,2,1,1,Male,30–44,AT,2,2,-0.9329248789936372,0.4920326480564312
27275,AT,1,77,0.3982019,1,2,2,4,1,4,1,4,1,2,2,1,2,1,Male,65+,AT,4,1.6666666666666667,1.8181651260675646,-0.09964472662908853
27307,AT,1,46,0.35035792,2,2,3,2,1,2,1,2,1,1,1,1,2,1,Male,45–64,AT,2,1.5,-0.9329248789936372,-0.3954834139718486
27309,AT,2,31,0.97339976,2,2,4,3,1,3,1,2,2,1,2,1,2,1,Female,30–44,AT,3,1.75,0.44262012353696373,0.048274617042291294
27507,AT,1,74,0.46800992,2,2,2,1,2,1,3,2,2,3,3,2,2,2,Male,65+,AT,1,2.25,-2.308469881524238,0.9357906790705711
27619,AT,1,24,1.1088483,1,1,4,3,1,2,1,1,1,1,1,2,1,1,Male,18–29,AT,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
27643,AT,1,30,1.880919,,,,,,,,,,,,,,,Male,30–44,AT,,,,
27746,AT,2,66,0.584595,1,1,1,3,2,3,1,1,1,1,2,1,1,2,Female,65+,AT,3,1.25,0.44262012353696373,-0.8392414449859885
27830,AT,1,59,0.38943014,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,AT,4,1,1.8181651260675646,-1.2829994760001284
27959,AT,2,42,0.2769762,1,1,1,3,1,4,1,1,1,1,2,1,2,1,Female,30–44,AT,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
28000,AT,1,42,1.6238667,2,2,3,2,1,1,1,2,2,3,4,4,2,1,Male,30–44,AT,1.5,2.25,-1.6206973802589375,0.9357906790705711
28197,AT,2,51,0.6430181,3,4,3,2,3,1,3,3,3,3,4,3,2,3,Female,45–64,AT,1.5,3.0833333333333335,-1.6206973802589375,2.414984115784371
28221,AT,2,23,0.45356086,1,2,1,4,1,4,1,1,1,1,1,1,1,1,Female,18–29,AT,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
28264,AT,1,64,0.6911684,1,2,1,2,1,3,2,1,2,1,2,1,2,2,Male,45–64,AT,2.5,1.5,-0.2451523777283367,-0.3954834139718486
28292,AT,2,41,1.3863927,1,2,1,3,1,2,1,1,2,1,2,1,2,1,Female,30–44,AT,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
28304,AT,1,73,0.7668206,2,1,1,3,1,4,1,2,1,1,2,1,1,2,Male,65+,AT,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
28340,AT,1,20,0.8543657,2,2,2,3,2,3,3,3,3,3,4,2,2,3,Male,18–29,AT,3,2.5833333333333335,0.44262012353696373,1.5274680537560912
28702,AT,1,72,0.48534045,3,3,4,1,2,1,4,4,3,4,4,2,4,1,Male,65+,AT,1,3.1666666666666665,-2.308469881524238,2.5629034594557503
28816,AT,2,67,1.953871,1,1,1,3,1,4,1,1,1,1,2,1,2,1,Female,65+,AT,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
28857,AT,2,40,4.7405605,1,1,1,3,1,4,1,1,1,1,2,1,1,1,Female,30–44,AT,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
28914,AT,2,38,0.24270476,2,1,1,3,1,3,2,1,1,1,2,1,1,1,Female,30–44,AT,3,1.25,0.44262012353696373,-0.8392414449859885
28984,AT,1,33,0.57234824,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,30–44,AT,4,1,1.8181651260675646,-1.2829994760001284
29082,AT,2,66,0.81381935,2,2,2,3,1,3,1,2,2,1,2,1,1,1,Female,65+,AT,3,1.5,0.44262012353696373,-0.3954834139718486
29132,AT,2,54,0.23667799,3,4,4,2,2,2,2,2,3,2,3,2,4,1,Female,45–64,AT,2,2.6666666666666665,-0.9329248789936372,1.6753873974274707
29135,AT,2,28,0.3431772,2,2,1,4,1,3,2,1,2,1,4,1,2,1,Female,18–29,AT,3.5,1.6666666666666667,1.1303926248022642,-0.09964472662908853
29281,AT,2,48,0.27090323,2,2,2,3,2,2,2,2,1,1,3,2,2,1,Female,45–64,AT,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
29405,AT,1,62,1.0608011,1,2,3,3,2,4,1,3,2,2,3,1,3,3,Male,45–64,AT,3.5,2.1666666666666665,1.1303926248022642,0.7878713353991909
29645,AT,2,27,1.1916404,2,2,2,2,3,3,2,2,1,2,3,2,1,1,Female,18–29,AT,2.5,1.9166666666666667,-0.2451523777283367,0.34411330438505133
29663,AT,2,23,2.0372963,1,1,2,3,1,2,1,2,2,3,3,1,2,2,Female,18–29,AT,2.5,1.75,-0.2451523777283367,0.048274617042291294
29834,AT,1,62,0.38515383,2,2,3,2,1,2,2,2,2,2,3,1,2,1,Male,45–64,AT,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
29847,AT,2,54,1.1033373,3,2,2,2,2,1,3,2,2,2,2,2,2,2,Female,45–64,AT,1.5,2.1666666666666665,-1.6206973802589375,0.7878713353991909
29864,AT,2,78,1.5790538,1,1,2,2,1,3,1,1,1,1,1,1,1,1,Female,65+,AT,2.5,1.0833333333333333,-0.2451523777283367,-1.1350801323287485
29905,AT,2,25,0.4693429,2,2,2,3,3,3,2,2,1,2,2,1,2,1,Female,18–29,AT,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
29915,AT,1,70,0.29873532,1,1,1,4,1,3,1,2,1,4,3,1,1,1,Male,65+,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
29926,AT,1,47,3.638732,2,2,2,2,1,3,2,1,2,2,2,1,1,1,Male,45–64,AT,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
29973,AT,2,24,1.3834598,1,3,1,4,1,4,1,2,3,1,2,1,2,1,Female,18–29,AT,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
29986,AT,1,40,0.908889,1,2,1,3,1,3,1,1,1,1,2,1,2,1,Male,30–44,AT,3,1.25,0.44262012353696373,-0.8392414449859885
30076,AT,1,42,0.122430734,2,2,2,3,2,3,2,2,2,2,2,2,2,2,Male,30–44,AT,3,2,0.44262012353696373,0.4920326480564312
30267,AT,2,52,0.1353163,1,2,1,4,1,4,1,2,2,2,2,1,2,2,Female,45–64,AT,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
30284,AT,2,30,0.2166692,,,2,3,2,2,1,1,2,2,2,2,2,2,Female,30–44,AT,2.5,1.8,-0.2451523777283367,0.13702622324511934
30366,AT,2,38,1.0861026,2,2,1,3,1,3,2,3,1,2,4,1,1,1,Female,30–44,AT,3,1.75,0.44262012353696373,0.048274617042291294
30432,AT,1,77,0.8474488,1,2,2,2,1,3,2,2,2,1,2,1,3,1,Male,65+,AT,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
30454,AT,1,28,1.0561804,2,3,2,2,2,1,1,2,2,2,3,1,3,1,Male,18–29,AT,1.5,2,-1.6206973802589375,0.4920326480564312
30479,AT,1,49,0.47922108,1,2,1,3,1,3,1,1,1,1,1,1,2,2,Male,45–64,AT,3,1.25,0.44262012353696373,-0.8392414449859885
30489,AT,1,42,0.71350944,1,2,2,3,1,3,1,1,2,2,2,1,2,1,Male,30–44,AT,3,1.5,0.44262012353696373,-0.3954834139718486
30508,AT,2,58,0.93178844,1,1,2,4,1,4,1,2,1,1,1,1,2,1,Female,45–64,AT,4,1.25,1.8181651260675646,-0.8392414449859885
30517,AT,1,54,4.1743307,1,3,2,4,1,3,2,1,2,2,3,2,2,2,Male,45–64,AT,3.5,1.9166666666666667,1.1303926248022642,0.34411330438505133
30642,AT,1,55,0.99847007,1,3,3,3,1,2,1,2,2,2,2,1,1,1,Male,45–64,AT,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
30751,AT,2,34,1.2320951,2,2,1,4,1,4,2,2,1,1,2,1,2,2,Female,30–44,AT,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
30789,AT,1,74,0.5432291,1,1,2,3,1,3,1,1,2,2,2,1,2,1,Male,65+,AT,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
30996,AT,1,61,1.3651136,1,2,2,3,1,2,1,1,1,2,2,1,1,1,Male,45–64,AT,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
31106,AT,2,44,0.73916996,3,2,3,2,3,2,2,2,3,3,3,2,2,3,Female,30–44,AT,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
31302,AT,2,34,0.79858994,3,2,3,1,1,2,3,3,1,2,3,2,2,1,Female,30–44,AT,1.5,2.1666666666666665,-1.6206973802589375,0.7878713353991909
31365,AT,1,25,1.1360055,2,2,2,3,1,3,1,,1,1,2,1,2,1,Male,18–29,AT,3,1.4545454545454546,0.44262012353696373,-0.4761666923380558
31383,AT,1,65,0.34244382,1,1,1,3,1,3,1,1,1,1,2,1,1,2,Male,65+,AT,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
31433,AT,1,21,4.727003,2,1,2,3,2,4,2,1,2,1,3,1,3,1,Male,18–29,AT,3.5,1.75,1.1303926248022642,0.048274617042291294
31500,AT,1,70,0.81539816,1,2,2,3,1,3,2,2,1,2,2,1,2,1,Male,65+,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
31544,AT,1,63,0.43019038,2,2,2,3,1,4,1,2,1,1,2,1,2,1,Male,45–64,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
31561,AT,2,56,1.3431683,2,2,1,1,1,2,2,3,2,2,2,1,3,2,Female,45–64,AT,1.5,1.9166666666666667,-1.6206973802589375,0.34411330438505133
31595,AT,1,32,0.9253832,2,2,3,3,2,2,2,2,1,1,2,1,2,1,Male,30–44,AT,2.5,1.75,-0.2451523777283367,0.048274617042291294
31600,AT,1,62,0.46497592,1,2,2,3,1,3,1,2,1,1,2,1,1,2,Male,45–64,AT,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
31702,AT,1,20,0.84258956,2,2,2,3,1,2,1,1,2,2,3,1,2,3,Male,18–29,AT,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
31734,AT,2,35,0.29911134,2,3,3,3,1,4,2,2,3,3,3,1,1,1,Female,30–44,AT,3.5,2.0833333333333335,1.1303926248022642,0.6399519917278114
31764,AT,1,31,2.3200212,1,2,1,3,1,3,1,2,2,1,1,1,2,1,Male,30–44,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
31859,AT,1,58,0.30505198,2,1,2,2,1,2,1,1,2,3,3,1,2,2,Male,45–64,AT,2,1.75,-0.9329248789936372,0.048274617042291294
31876,AT,2,32,0.861715,1,3,1,3,1,3,1,2,1,2,4,1,3,1,Female,30–44,AT,3,1.75,0.44262012353696373,0.048274617042291294
32255,AT,2,37,0.6475971,1,2,2,3,1,3,1,1,1,1,2,1,2,1,Female,30–44,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
32295,AT,2,31,0.37988234,1,1,1,4,1,4,1,2,1,1,3,2,2,1,Female,30–44,AT,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
32358,AT,2,22,0.7467877,2,2,1,3,1,3,2,1,2,4,4,1,2,1,Female,18–29,AT,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
32371,AT,2,25,1.1355703,2,2,1,3,2,3,2,2,1,2,2,1,1,1,Female,18–29,AT,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
32393,AT,2,28,0.33321807,1,1,2,3,1,3,1,1,1,1,2,1,1,1,Female,18–29,AT,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
32443,AT,1,30,1.2375958,3,3,3,2,3,2,2,3,1,2,3,1,2,1,Male,30–44,AT,2,2.25,-0.9329248789936372,0.9357906790705711
32482,AT,2,62,2.792277,3,3,3,1,2,1,3,2,3,3,2,2,2,1,Female,45–64,AT,1,2.4166666666666665,-2.308469881524238,1.2316293664133307
32664,AT,2,62,1.3030329,1,1,2,3,1,3,1,1,1,1,2,1,2,1,Female,45–64,AT,3,1.25,0.44262012353696373,-0.8392414449859885
32750,AT,2,44,0.7688832,2,3,3,4,3,3,2,3,3,2,3,3,1,2,Female,30–44,AT,3.5,2.5,1.1303926248022642,1.379548710084711
32828,AT,1,59,0.3150188,2,2,3,3,1,1,1,3,1,2,2,1,2,1,Male,45–64,AT,2,1.75,-0.9329248789936372,0.048274617042291294
32983,AT,1,62,0.99847007,1,1,3,2,1,3,1,2,1,1,2,1,2,2,Male,45–64,AT,2.5,1.5,-0.2451523777283367,-0.3954834139718486
33072,AT,1,27,1.7647678,2,2,2,3,1,2,1,2,2,2,3,2,2,1,Male,18–29,AT,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
33268,AT,1,79,0.6121196,,,,,,,,,,,,,,,Male,65+,AT,,,,
33288,AT,1,58,0.27599138,1,1,1,3,1,4,1,1,1,1,1,1,1,1,Male,45–64,AT,3.5,1,1.1303926248022642,-1.2829994760001284
33419,AT,2,36,0.6087001,3,3,2,2,2,1,3,4,3,4,3,2,3,2,Female,30–44,AT,1.5,2.8333333333333335,-1.6206973802589375,1.9712260847702312
33496,AT,1,30,0.2911954,2,2,1,3,2,2,1,2,2,2,2,2,1,1,Male,30–44,AT,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
33552,AT,2,38,0.29207328,3,3,4,2,2,2,3,3,3,3,3,3,3,3,Female,30–44,AT,2,3,-0.9329248789936372,2.267064772112991
33591,AT,2,50,0.5397528,3,3,3,2,2,1,2,3,2,2,2,1,2,1,Female,45–64,AT,1.5,2.1666666666666665,-1.6206973802589375,0.7878713353991909
33601,AT,2,62,1.4338866,1,1,1,3,1,4,1,1,1,1,2,1,2,1,Female,45–64,AT,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
33630,AT,1,39,0.9143912,1,1,1,3,1,2,1,2,1,1,2,1,2,1,Male,30–44,AT,2.5,1.25,-0.2451523777283367,-0.8392414449859885
33653,AT,1,38,1.2686626,1,2,1,3,2,3,1,1,1,1,2,1,1,1,Male,30–44,AT,3,1.25,0.44262012353696373,-0.8392414449859885
33746,AT,2,64,0.5054909,1,1,1,4,1,4,1,1,1,1,2,2,2,1,Female,45–64,AT,4,1.25,1.8181651260675646,-0.8392414449859885
33801,AT,2,31,0.788998,2,3,2,2,1,2,1,1,2,2,3,1,3,1,Female,30–44,AT,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
33844,AT,1,71,0.7518583,2,2,1,3,1,4,1,1,1,2,2,1,2,2,Male,65+,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
33882,AT,2,60,0.24572851,1,1,2,3,1,4,2,1,2,1,1,2,2,2,Female,45–64,AT,3.5,1.5,1.1303926248022642,-0.3954834139718486
33965,AT,1,33,0.25228602,2,2,2,3,2,4,1,1,2,2,2,1,2,1,Male,30–44,AT,3.5,1.6666666666666667,1.1303926248022642,-0.09964472662908853
33988,AT,1,60,0.6533511,1,2,1,3,1,3,1,1,1,1,1,1,2,1,Male,45–64,AT,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
34063,AT,2,33,0.35997677,2,1,2,3,1,3,1,1,1,1,1,1,2,1,Female,30–44,AT,3,1.25,0.44262012353696373,-0.8392414449859885
